,NombresPokemon,TipoDominante,bug,dark,dragon,electric,fairy,fighting,fire,flying,ghost,grass,ground,ice,poison,psychic,rock,steel,water
617,Spearow,flying,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,1,0
618,Spewpa,poison,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
619,Spheal,ice,0,0,0,0,0,0,0,0,1,0,0,3,2,0,3,0,3
620,Spinarak,poison,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
621,Spinda,rock,0,0,0,0,0,0,1,0,0,0,0,2,2,0,3,0,1
622,Spiritomb,poison,0,1,0,0,0,0,0,0,1,0,1,1,2,0,1,0,1
623,Spoink,poison,0,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0
624,Spritzee,ice,0,0,1,0,2,1,0,0,0,0,1,3,2,0,0,0,0
625,Squirtle,water,0,0,1,0,0,1,1,0,1,1,0,2,2,0,2,0,4
626,Stantler,poison,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0
627,Staraptor,flying,0,0,0,0,0,1,0,2,1,0,0,1,2,0,0,1,0
628,Staravia,flying,0,0,0,0,0,1,0,2,1,0,0,1,2,0,0,1,0
629,Starly,flying,0,0,0,0,0,1,0,2,1,0,0,1,2,0,0,1,0
630,Starmie,ground,0,0,0,0,0,0,0,1,0,1,2,1,2,0,0,0,2
631,Staryu,poison,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,2
632,Steelix,rock,0,1,3,0,0,0,1,0,1,1,2,2,2,0,7,0,0
633,Steelix-Mega,rock,0,1,3,0,0,0,1,0,1,1,2,2,2,0,7,0,0
634,Stoutland,ice,0,0,0,0,0,1,1,0,0,0,0,2,2,0,2,0,0
635,Stunfisk,poison,0,0,0,0,0,0,0,0,1,0,1,0,4,0,2,0,2
636,Stunky,poison,0,1,0,0,0,0,1,0,0,0,0,1,6,0,1,0,0
637,Sudowoodo,rock,0,0,0,0,0,0,1,0,1,0,1,2,2,0,5,0,0
638,Suicune,ice,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,1
639,Sunflora,grass,0,0,0,0,0,0,0,0,1,4,1,0,3,0,0,0,0
640,Sunkern,grass,0,0,0,0,0,0,0,0,1,3,1,0,3,0,0,0,0
641,Surskit,poison,1,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,2
642,Swablu,ice,0,0,2,0,1,0,0,2,0,0,0,4,2,0,0,1,0
643,Swadloon,bug,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
644,Swalot,poison,0,0,0,0,0,0,1,0,1,0,0,2,10,0,1,0,1
645,Swampert,rock,0,0,0,0,0,1,1,0,2,1,0,4,4,0,5,0,3
646,Swanna,water,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,1,3
647,Swellow,flying,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,1,0
648,Swinub,rock,0,0,0,0,0,1,0,0,1,0,0,2,2,0,3,0,1
649,Swirlix,poison,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0
650,Swoobat,poison,0,0,0,0,0,1,0,2,0,0,1,1,3,0,0,1,0
651,Sylveon,ice,0,0,1,0,2,0,0,0,1,0,1,3,2,0,0,0,0
652,Taillow,flying,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,1,0
653,Talonflame,flying,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,1,0
654,Tangela,poison,0,0,0,0,0,0,0,0,0,2,1,0,4,0,1,0,0
655,Tangrowth,poison,0,0,0,0,0,0,0,0,0,2,1,0,6,0,3,0,0
656,Tauros,rock,0,0,0,0,0,0,1,0,0,0,0,1,2,0,4,0,1
657,Teddiursa,ice,0,0,0,0,0,0,1,0,0,0,0,4,3,0,3,0,0
658,Tentacool,poison,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,1
659,Tentacruel,poison,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,1
660,Tepig,poison,0,0,0,0,0,1,2,0,1,2,0,1,3,0,2,0,1
661,Terrakion,poison,0,0,0,0,0,0,0,0,0,0,1,1,4,0,4,0,0
662,Throh,poison,0,0,0,0,0,0,1,0,0,1,0,1,4,0,3,0,0
663,Thundurus,poison,0,1,0,1,0,0,0,0,0,1,1,1,4,0,1,0,0
664,Thundurus-Therian,poison,0,1,0,1,0,0,0,0,0,1,1,1,4,0,1,0,0
665,Timburr,poison,0,0,0,0,0,1,1,0,1,1,1,1,4,0,4,0,0
666,Tirtouga,rock,0,0,0,0,0,0,0,0,1,0,1,1,2,0,5,0,2
667,Togekiss,flying,0,0,0,0,1,1,1,2,1,1,1,2,2,0,1,1,1
668,Togepi,ice,0,0,0,0,0,1,1,0,1,1,1,2,2,0,1,0,1
669,Togetic,flying,0,0,0,0,1,1,1,2,1,1,1,2,2,0,1,1,1
670,Torchic,fire,0,0,0,0,0,0,3,0,1,1,0,1,2,0,3,0,1
671,Torkoal,poison,0,0,0,0,0,0,2,0,1,0,0,0,4,0,3,0,0
672,Tornadus,poison,0,1,0,0,0,0,0,0,0,1,1,1,4,0,1,0,0
673,Tornadus-Therian,poison,0,1,0,0,0,0,0,0,0,1,1,1,4,0,1,0,0
674,Torterra,rock,0,0,0,0,0,0,0,0,1,4,1,0,2,0,5,0,1
675,Totodile,water,0,0,2,0,0,0,1,0,0,1,0,3,2,0,2,0,4
676,Toxicroak,poison,0,1,0,0,0,0,0,0,0,0,0,3,10,0,4,0,0
677,Tranquill,flying,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,1,0
678,Trapinch,rock,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
679,Treecko,grass,0,0,1,0,0,0,0,0,0,5,1,1,2,0,3,0,1
680,Trevenant,poison,0,1,0,0,0,0,0,0,1,2,0,0,5,0,2,0,0
681,Tropius,dragon,0,0,2,0,0,0,0,2,1,1,0,0,2,0,1,1,0
682,Trubbish,poison,0,1,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0
683,Turtwig,grass,0,0,0,0,0,0,0,0,1,4,1,0,2,0,2,0,1
684,Tympole,poison,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1
685,Tynamo,ground,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
686,Typhlosion,rock,0,0,0,0,0,1,3,0,1,1,0,1,2,0,4,0,1
687,Tyranitar,rock,0,1,4,0,0,0,3,0,1,0,1,4,2,0,5,0,1
688,Tyrantrum,dragon,0,1,4,0,0,0,1,0,1,0,0,2,4,0,4,0,0
689,Tyrogue,poison,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2,0,0
690,Tyrunt,dragon,0,1,4,0,0,0,1,0,1,0,0,2,4,0,4,0,0
691,Umbreon,ice,0,1,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0
692,Unfezant,flying,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,1,0
693,Unown,bug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,Ursaring,ice,0,0,0,0,0,0,1,0,0,0,1,4,3,0,4,0,0
695,Uxie,poison,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,1
696,Vanillish,ice,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1
697,Vanillite,ice,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1
698,Vanilluxe,ice,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2
699,Vaporeon,ice,0,0,0,0,0,0,0,0,1,0,0,3,2,0,1,0,2
700,Venipede,poison,1,0,0,0,0,0,0,0,0,0,0,1,11,0,2,0,0
701,Venomoth,poison,2,0,0,0,0,1,0,2,1,0,0,0,7,0,0,0,0
702,Venonat,poison,1,0,0,0,0,1,0,0,1,0,0,0,7,0,0,0,0
703,Venusaur,poison,0,0,0,0,0,0,0,0,1,5,1,1,6,0,2,0,1
704,Vespiquen,poison,2,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0
705,Vibrava,rock,1,0,2,0,0,0,0,2,0,0,0,0,2,0,3,1,0
706,Victini,fire,0,0,0,0,0,0,2,0,0,1,1,0,2,0,1,0,0
707,Victreebel,poison,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0
708,Vigoroth,rock,0,0,0,0,0,0,2,0,1,0,0,2,3,0,4,0,1
709,Vileplume,poison,0,0,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0
710,Virizion,poison,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0
711,Vivillon,poison,2,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0
712,Volbeat,bug,2,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1
713,Volcanion,poison,0,0,0,0,0,0,1,0,0,0,1,0,4,0,2,0,1
714,Volcarona,poison,2,0,0,0,0,1,2,2,1,0,1,0,4,0,0,0,0
715,Voltorb,poison,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0
716,Vullaby,flying,0,1,0,0,0,0,0,2,0,0,0,1,2,0,2,1,0
717,Vulpix,fire,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
718,Wailmer,water,0,0,0,0,0,0,0,0,1,0,0,3,2,0,2,0,4
719,Wailord,water,0,0,0,0,0,0,0,0,1,0,0,3,2,0,2,0,4
720,Walrein,ice,0,0,0,0,0,0,0,0,1,0,0,4,2,0,3,0,3
721,Wartortle,water,0,0,1,0,0,1,1,0,1,1,0,2,2,0,2,0,4
722,Watchog,poison,0,0,0,0,0,1,1,0,1,2,0,1,3,0,1,0,0
723,Weavile,ice,0,1,0,0,0,1,0,0,1,0,0,5,4,0,1,0,0
724,Weedle,poison,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
725,Weepinbell,poison,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0
726,Weezing,poison,0,1,0,0,0,0,1,0,1,0,0,2,8,0,0,0,0
727,Whimsicott,poison,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0
728,Whirlipede,poison,1,0,0,0,0,0,0,0,0,0,0,1,12,0,2,0,0
729,Whiscash,rock,0,0,1,0,0,0,0,0,0,0,0,1,2,0,3,0,3
730,Whismur,ice,0,0,0,0,1,0,2,0,0,0,0,5,2,0,0,0,1
731,Wigglytuff,ice,0,0,1,0,1,0,2,1,0,1,2,6,2,0,0,0,1
732,Wingull,water,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,1,4
733,Wobbuffet,bug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,Woobat,poison,0,0,0,0,0,1,0,2,0,0,1,1,3,0,0,1,0
735,Wooper,poison,0,0,0,0,0,0,0,0,1,0,0,3,4,0,1,0,2
736,Wormadam,poison,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0
737,Wormadam-Sandy,poison,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
738,Wormadam-Trash,poison,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
739,Wurmple,poison,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
740,Wynaut,bug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,Xatu,flying,0,1,0,0,0,0,0,2,0,1,1,0,2,1,0,1,0
742,Yamask,poison,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
743,Yanma,bug,2,0,0,0,0,1,0,2,1,0,0,0,2,0,0,1,0
744,Yanmega,bug,2,0,0,0,0,1,0,2,1,0,0,0,2,0,0,1,0
745,Yveltal,dragon,0,1,2,0,0,0,0,2,0,0,0,2,2,0,1,1,0
746,Zangoose,ice,0,0,0,0,0,0,2,0,1,0,0,4,4,0,4,0,1
747,Zapdos,flying,0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,0
748,Zebstrika,electric,0,0,0,2,0,0,0,0,0,0,1,1,2,0,1,0,0
749,Zekrom,dragon,0,0,5,0,0,0,0,2,0,0,1,2,2,0,3,1,0
750,Zigzagoon,ice,0,0,0,0,0,1,0,0,0,1,0,3,3,0,2,0,1
751,Zoroark,poison,0,1,0,0,0,0,0,0,0,1,0,2,3,0,1,0,0
752,Zorua,ice,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0
753,Zubat,poison,0,0,0,0,0,0,0,2,1,0,0,1,7,0,0,1,0
754,Zweilous,dragon,0,1,5,0,0,0,1,0,0,0,0,4,2,0,1,0,0
755,Zygarde,dragon,0,0,4,0,0,0,0,0,0,1,0,1,3,0,2,0,0
